品质,工作要求,工作要求
[],"[28, 39]",[63]
"[16, 0, 21]","[40, 29]","[90, 63]"
"[0, 1, 21, 22, 26]","[32, 33, 35, 39, 40, 28, 29, 31]",[63]
[],[],[]
"[26, 21]","[32, 29]",[]
"[4, 21]","[32, 28, 29, 39]",[63]
[],"[40, 39]",[63]
[],[],[63]
[21],[40],[63]
"[12, 21, 23]","[32, 31, 29, 39]",[63]
"[0, 14]",[],[67]
[21],"[32, 40, 29, 39]",[63]
[8],"[32, 29, 30, 39]",[]
"[0, 21]","[40, 28, 30, 31]","[90, 63]"
"[16, 21]","[32, 40, 28, 29]",[]
"[18, 21]",[],[]
[],[],[]
[21],[40],"[90, 63]"
"[5, 4, 21, 22]","[34, 35, 28, 36]","[65, 63]"
[21],[29],[]
[21],"[32, 39]",[63]
[21],[],[63]
[],[],"[90, 63]"
[21],"[32, 35, 39, 40, 29]",[63]
"[4, 21]","[32, 35, 29, 30]",[63]
"[0, 2, 21]","[29, 31]",[]
"[16, 20]",[],[82]
"[3, 21]","[35, 29, 31]",[63]
"[8, 0, 12, 21]","[32, 29]","[88, 62, 63]"
[4],"[32, 35, 39, 42, 28, 29, 30]","[64, 65]"
"[18, 3, 21]","[29, 30, 31]",[63]
"[18, 3, 21]","[29, 30, 31]",[63]
"[4, 21, 14]",[],[64]
"[0, 4, 21]","[40, 29, 38, 39]","[68, 63]"
[21],"[29, 39]",[]
"[0, 21]",[29],"[90, 63]"
"[4, 13, 16, 18, 21]","[40, 31]",[63]
"[10, 21]","[32, 29]",[63]
[21],[],"[90, 63]"
"[4, 21]","[32, 40]","[90, 63]"
"[4, 21]","[29, 30, 31]","[65, 63]"
"[0, 3, 4, 8, 21, 26]",[],[90]
"[0, 14, 18, 20, 21]","[32, 42, 29, 30, 31]",[63]
[21],"[28, 31]",[85]
[21],[32],"[64, 63]"
[],[],[63]
"[0, 26, 2]","[32, 29]",[63]
[],[29],[63]
[16],[28],[]
[4],"[32, 29]",[64]
[21],"[31, 29, 39]","[57, 90, 67]"
[],[],[]
[4],[31],[]
"[0, 3, 4, 8, 12, 13, 15, 16, 21]","[32, 29, 30, 31]",[63]
[],[],[63]
[11],"[28, 29, 30, 39]",[63]
"[3, 11, 12, 21, 26]","[32, 39, 40, 28, 29, 30]","[65, 90, 67, 63]"
"[16, 3, 21]","[28, 39]","[64, 90]"
"[0, 26, 3, 12]","[29, 30, 39]",[]
[],[40],[]
"[16, 18]","[29, 30]",[77]
"[26, 4, 21]",[40],[63]
"[26, 3, 21]",[40],[63]
"[3, 21]","[28, 29, 30]",[64]
"[16, 18, 4]","[29, 30]",[63]
[],"[32, 41, 29, 30]",[49]
"[0, 8, 12, 16, 21, 23]","[31, 29, 39]",[]
"[8, 10, 20, 21]","[28, 29, 39]","[90, 63]"
"[21, 23]","[32, 28]","[90, 63]"
[21],"[29, 30]",[]
[22],"[35, 39, 42, 29, 30, 31]","[64, 63]"
[21],"[40, 29]",[63]
[],[],[]
"[13, 3, 21]","[32, 29, 30]",[63]
"[0, 18, 21]","[29, 31]",[63]
"[3, 21]",[29],[]
"[3, 21]","[40, 33, 28, 39]",[63]
[11],"[29, 30]","[64, 90]"
"[13, 21, 14]","[28, 29, 31]",[64]
[],[],[]
"[0, 26]","[31, 29, 39]",[63]
[20],"[29, 30, 31]",[]
"[2, 3, 21]",[39],"[65, 63]"
[],"[28, 29]",[63]
[],[],[63]
[4],"[41, 28, 31]",[]
"[16, 3, 21]",[],[63]
[],[29],[90]
"[0, 3, 6, 20, 21]",[30],"[90, 63]"
[],"[35, 29]",[63]
[21],[39],[63]
"[0, 4, 11, 13, 16, 20, 21]","[29, 39]",[]
[2],"[32, 29, 31]","[90, 62, 87]"
"[4, 21]","[29, 30, 39]",[63]
[],[],[63]
"[8, 0]",[],[63]
[0],"[29, 31]",[63]
"[0, 3, 21]",[32],"[90, 63]"
"[4, 21]","[32, 29, 30, 39]",[90]
"[16, 3, 21]","[32, 29, 31]","[90, 63]"
"[10, 4]","[28, 29]","[64, 63]"
"[21, 23]","[32, 39]",[67]
"[0, 3, 12, 21]","[29, 39]","[90, 63]"
"[11, 4, 21]",[29],"[90, 63]"
"[0, 3, 12, 22, 26]","[40, 28, 29, 39]",[63]
"[11, 13]",[29],[]
[11],[],[]
"[0, 2, 20, 21]",[39],[]
"[0, 1, 8, 13, 21]","[40, 28, 29, 31]",[63]
[21],[39],"[90, 62, 63]"
"[20, 21]",[29],[]
[21],"[32, 35, 28, 29, 31]","[64, 66, 87]"
[21],"[32, 40, 35, 29]","[65, 63]"
"[2, 21]","[33, 28, 29, 39]","[81, 63]"
"[16, 8, 10, 20]","[30, 31]",[63]
"[4, 21]","[35, 31, 29, 39]","[82, 63]"
"[10, 4]","[28, 29]","[64, 63]"
"[0, 2, 26, 21]","[40, 29]",[63]
[21],"[32, 29]","[86, 63]"
"[10, 12, 21]",[40],[63]
"[0, 4, 16, 18, 21, 23]","[32, 33, 39, 42, 28, 29, 31]","[64, 65, 63]"
"[0, 21]","[35, 39]",[63]
[21],"[28, 29, 31]","[64, 65]"
[21],[],[]
[],[],[]
"[22, 23]","[35, 28, 29]","[64, 90]"
"[0, 26, 3, 21]",[],[]
[21],"[32, 29, 30, 31]","[65, 63]"
"[11, 21]",[29],"[74, 90, 63]"
"[0, 21]",[],"[65, 63]"
"[4, 21]","[32, 40, 31, 39]","[67, 46]"
"[0, 4, 23]","[39, 40, 28, 29, 31]","[65, 81, 90, 63]"
"[16, 11, 12, 21]","[32, 35, 38, 39, 29]","[65, 90, 63]"
"[21, 23]","[40, 29, 39]","[90, 86, 63]"
[0],"[32, 40, 29, 31]","[90, 63]"
"[16, 8, 2, 21]","[40, 29, 39]","[86, 63]"
"[0, 21]","[32, 40, 29, 39]",[63]
"[8, 13, 20, 21]","[35, 28, 30]","[64, 63]"
[],[31],[86]
[21],[],[]
"[0, 10, 21]","[32, 35, 40, 28, 29, 30]","[64, 74]"
"[0, 2, 12, 15, 16, 21]","[31, 29, 30, 39]",[]
"[16, 21, 6, 15]",[],[]
"[16, 12, 4, 15]",[28],[]
[21],"[32, 40]",[]
[21],[],[63]
[21],"[40, 28, 39]","[81, 63]"
"[4, 21]","[32, 35, 29, 31]",[65]
"[2, 21]",[28],"[64, 63]"
"[11, 21]","[28, 29, 30, 31]","[64, 83]"
[0],"[35, 29, 30]","[45, 46]"
[4],"[29, 31]",[]
"[8, 3, 21]","[40, 31, 39]",[63]
"[0, 4, 21]","[29, 30]",[]
[21],[29],[63]
[21],"[32, 29]",[67]
"[0, 13]","[32, 35, 29, 39]",[65]
"[0, 8, 11, 21]","[28, 29]","[82, 84]"
[21],"[32, 35]",[65]
"[16, 11, 4, 20]","[40, 29, 30, 39]",[63]
"[8, 3, 12]","[29, 30]","[86, 63]"
"[16, 4]","[32, 31]",[63]
"[16, 11, 15]",[31],"[90, 63]"
"[2, 26, 3, 6]","[28, 29, 30]",[63]
"[0, 21]","[32, 33, 38, 39, 29, 30, 31]","[86, 63]"
"[0, 4, 21]","[32, 33, 29, 31]",[68]
[],[28],[]
[21],"[32, 29, 39]",[63]
"[4, 21]","[35, 39, 28, 29, 31]",[90]
[],[29],"[90, 63]"
[],[29],[63]
[],[],[90]
"[3, 11, 4, 21]","[40, 42, 28, 29, 30]",[63]
[21],"[32, 31]","[65, 90, 63]"
"[8, 21]","[32, 29, 30]",[]
[21],[],[]
"[3, 21, 14]",[31],"[62, 63]"
"[21, 23]","[28, 30, 39]","[90, 63]"
"[3, 13, 15, 16, 21]","[32, 35, 39, 42, 29, 30, 31]","[65, 67, 63]"
[],[],[63]
"[0, 21, 22]","[28, 29, 39]","[64, 77, 63]"
[21],"[33, 29, 39]",[63]
"[16, 8, 12, 21]","[40, 29, 39]","[74, 63]"
"[4, 21]",[],[]
"[12, 21]","[28, 29]",[63]
"[16, 0, 20, 14]","[28, 29, 30]",[63]
"[0, 3, 8, 13, 21]","[42, 29, 31]","[90, 63]"
[21],[],[]
"[2, 3, 12, 21]",[29],"[90, 74, 86]"
[21],"[28, 39]","[64, 63]"
[0],"[29, 39]",[]
[],[],[63]
"[8, 0, 21]",[29],[63]
"[0, 16, 13]",[],[]
[],[32],[63]
"[0, 21]",[29],[64]
[],"[42, 29, 38, 39]","[90, 63]"
"[4, 21]","[29, 30, 31]","[65, 63]"
"[8, 21]",[29],[90]
[21],"[32, 35]",[63]
"[16, 0, 21]","[32, 31, 29, 39]",[]
"[16, 21]",[39],[63]
"[0, 10, 21]",[29],"[81, 63]"
"[3, 4, 21]","[29, 30]",[]
[21],[],[63]
[],"[32, 29]",[63]
[21],[29],[63]
"[0, 2, 26, 3]",[],[83]
"[8, 4, 21]",[29],"[90, 63]"
"[8, 21]",[29],[90]
"[8, 26, 3, 12]",[29],"[90, 63]"
[],[],[]
[4],"[35, 29]",[]
[21],[],[67]
"[0, 4]","[32, 35, 29]",[64]
[21],[32],[63]
"[18, 3, 21]",[],"[68, 63]"
"[26, 4, 12]","[32, 29, 39]","[90, 63]"
[16],[],[83]
"[8, 21]","[40, 35]","[90, 85, 86]"
[21],[],[]
"[2, 20]","[42, 29, 39]",[63]
"[13, 3, 21]","[32, 29, 30]",[63]
"[16, 8, 21, 0]","[42, 29, 39]",[63]
"[8, 11, 4]","[32, 28, 29, 30]","[64, 90]"
"[0, 3, 12, 16, 21]","[29, 39]","[90, 63]"
"[0, 2, 12, 21, 26]",[29],[63]
"[0, 11, 3, 21]",[],[90]
"[0, 26, 3]","[29, 31]",[90]
[21],"[28, 29]",[]
"[0, 4, 21]","[28, 29]",[]
"[0, 3, 21]",[31],"[90, 63]"
[21],"[29, 39]","[68, 63]"
[21],[],[]
"[18, 4, 21]",[],[63]
"[0, 3, 8, 12, 21]",[32],"[86, 63]"
[21],"[40, 31, 39]",[63]
"[0, 2, 3, 4, 11, 16, 21, 26]","[35, 29, 30, 39]","[65, 63]"
"[8, 16, 20, 21]","[35, 28]","[64, 82, 90, 63]"
[21],"[29, 38]",[63]
[16],"[35, 28, 29, 38]","[64, 63]"
"[21, 23]","[32, 33, 28, 39]","[65, 63]"
"[0, 3, 12]",[39],[]
"[0, 26, 3]","[29, 31]",[90]
[21],[],[63]
"[10, 11, 12, 21]","[32, 38, 39, 42, 29, 30]","[90, 63]"
"[21, 15]","[40, 29, 30, 39]","[67, 63]"
"[0, 9, 20, 21, 23]","[35, 28, 29, 39]","[90, 63]"
[14],[],[]
"[11, 23]","[29, 39, 30, 31]",[]
[21],[],"[90, 63]"
[21],"[35, 28, 29]",[63]
"[0, 21]",[29],[63]
"[0, 26, 3, 21]",[31],[63]
"[3, 4, 21]","[40, 28, 29]",[]
"[1, 21]","[40, 42]",[63]
"[0, 12, 21]","[32, 35, 29, 39]",[63]
"[8, 16, 18, 4]","[29, 39]","[90, 63]"
"[12, 27, 4, 21]","[40, 29, 31]",[63]
"[0, 16, 3, 21]","[40, 29, 30]",[65]
"[0, 3, 4, 6, 21, 23]","[32, 38, 28, 29, 30]",[63]
[8],"[30, 39]",[64]
"[0, 8]",[29],"[86, 63]"
[0],"[39, 30, 31]",[63]
[21],[35],"[65, 63]"
"[2, 10]","[32, 33, 39, 42, 29, 30]",[63]
[21],"[28, 29, 39]","[82, 84, 63]"
[21],"[28, 39]",[]
"[0, 3, 11, 20, 21, 26]",[29],[90]
[],"[32, 28, 29, 30]",[]
"[26, 3, 21]",[],[]
[21],[],"[81, 82, 83, 84, 85]"
[21],[28],[]
"[0, 2, 3, 13, 26]","[32, 39]",[]
"[8, 4, 21]",[],[63]
[21],"[40, 35, 29, 39]",[63]
"[0, 3]",[],[63]
[13],"[29, 30]",[63]
[8],"[32, 29, 30, 39]",[]
[21],"[32, 29, 30, 31]","[46, 63]"
"[3, 21]",[40],"[90, 63]"
"[4, 6, 8, 15, 16]",[],[]
"[0, 13, 4, 21]","[40, 39]","[86, 46, 63]"
"[0, 16]","[35, 29]",[63]
[21],"[29, 39]","[74, 63]"
"[12, 21]",[29],"[90, 63]"
"[3, 21]","[33, 35, 28, 29, 31]",[64]
[],"[35, 28, 29]",[64]
"[11, 4, 21]","[28, 30]","[77, 63]"
"[4, 21]","[40, 32, 29, 39]",[63]
[21],[],[63]
[21],[],[]
"[0, 26, 3, 21]",[],[]
"[2, 21]","[32, 40, 29]","[90, 63]"
"[0, 3, 21]",[29],[]
"[3, 21]","[39, 40, 29, 30, 31]","[64, 63]"
"[4, 21]","[35, 29]",[67]
"[10, 11, 4, 15]","[35, 28, 29, 31]","[64, 63]"
"[3, 8, 12, 13, 14, 16, 21]","[40, 35, 29]",[90]
"[2, 12, 21, 23]","[32, 33, 39, 29, 31]","[65, 63]"
[4],"[32, 30]",[63]
"[0, 20, 21]","[32, 29, 30]",[63]
"[8, 21]","[32, 35, 39, 42, 29]",[63]
[21],"[29, 39]",[63]
"[0, 26, 4, 21]",[35],[]
[4],"[32, 29]","[51, 63]"
"[0, 21]",[40],[63]
[],[],[63]
[21],"[39, 40, 42, 28, 29, 30]","[64, 82, 90, 63]"
"[4, 21]","[32, 33, 35, 39]",[63]
"[16, 21]","[40, 28]","[81, 82, 83, 84, 85]"
"[26, 3, 20, 21]","[40, 29, 39]","[88, 90, 63]"
[21],[29],[]
"[13, 21]","[34, 41, 29, 30, 31]","[90, 67, 63]"
"[3, 21]",[],[63]
[13],"[40, 32, 29, 39]",[63]
"[8, 2, 12]",[],"[85, 63]"
"[0, 12]","[32, 38, 39, 28, 29]","[85, 63]"
"[16, 0, 21]","[39, 35, 29, 31]",[63]
[],"[32, 42]",[]
"[16, 0, 21]","[40, 31]",[63]
[],"[28, 29]",[64]
"[21, 14]",[],[]
"[0, 3, 6, 8, 10, 18, 21, 23]","[32, 29]",[]
[21],"[32, 28, 29]","[90, 63]"
"[3, 4, 8, 12, 16, 26]","[32, 29, 31]",[63]
"[4, 11, 15, 16, 21]","[32, 29]",[65]
[4],[],[]
[],[],"[81, 82, 84, 63]"
[21],[],[]
[],[],[]
[13],"[28, 29]",[64]
[16],"[28, 29, 39]",[]
"[8, 2, 21]","[39, 29, 31]","[90, 63]"
[21],[39],[]
[21],[],[]
[21],[],[]
[21],"[40, 31, 29, 39]","[90, 63]"
"[10, 3, 4]",[29],"[90, 63]"
"[4, 21]","[28, 31]","[65, 63]"
[21],"[32, 39]","[57, 63]"
"[3, 20, 21]","[40, 39]",[90]
"[13, 16, 20, 21, 26]",[29],"[88, 65, 90, 63]"
"[0, 12, 21]","[32, 38, 39, 40, 29]","[81, 90, 63]"
[],[],[]
"[8, 3, 21]",[],[]
[16],"[28, 29, 31]","[82, 84]"
"[0, 3, 21, 6]","[40, 29, 30]","[90, 70, 63]"
"[10, 11, 13, 16, 21]","[31, 29, 30, 39]","[90, 63]"
"[3, 8, 12, 13, 14, 21]","[40, 35, 28]","[81, 82, 83, 84, 63]"
[0],"[42, 29]","[90, 63]"
"[0, 3, 12, 16, 21]","[29, 39]","[90, 63]"
[],[],[]
[],[],[]
"[16, 3]",[32],[]
[],[],[]
"[0, 26, 3, 21]","[29, 30]","[90, 63]"
"[0, 11, 21]","[29, 39]",[]
"[16, 0]",[],[63]
"[8, 21, 14, 23]",[],[63]
[21],[29],"[68, 63]"
"[16, 3, 4, 21]",[31],[]
"[3, 4, 11, 12, 13, 21]","[39, 28, 29, 30, 31]",[63]
[],[],[63]
[21],[],[]
"[0, 11, 20, 21]","[28, 29]","[90, 63]"
[],"[29, 38, 31]",[63]
"[0, 21]",[29],[86]
"[16, 21, 23]","[32, 29, 39]","[65, 90]"
"[8, 21]",[],[64]
"[26, 4, 21]","[35, 40, 28, 29, 30]","[88, 86, 87, 63]"
[21],[29],[]
"[3, 20]",[],[90]
[21],[],[]
[],[],[87]
"[26, 3, 21]","[28, 29, 31]",[64]
[],[29],[90]
"[16, 21]",[31],"[67, 63]"
[],[],[63]
"[26, 3, 21]",[],[90]
[],[],[]
"[16, 12]",[29],[]
"[8, 21]",[29],[]
[],[],[90]
[1],"[28, 29, 39]",[90]
[],[29],"[86, 63]"
"[0, 21, 4, 13]","[39, 31]","[84, 63]"
"[8, 21]",[35],"[48, 63]"
[],"[35, 28, 29, 38]","[90, 63]"
"[0, 2, 12, 15, 16, 21]","[31, 29, 30, 39]",[]
"[0, 2, 12, 13, 14, 16, 21]","[29, 38]",[86]
"[0, 4, 6]","[32, 29, 38]","[90, 63]"
[21],"[33, 42, 29, 39]","[90, 63]"
[0],[28],[]
"[18, 4]","[29, 30, 31]",[63]
"[0, 11, 20, 21]","[32, 38, 39, 40, 29, 31]","[90, 83, 63]"
"[4, 21]","[32, 29, 39]","[65, 63]"
[21],"[40, 29, 39]","[65, 57]"
[6],[39],[63]
"[0, 4, 21]",[32],"[90, 63]"
[0],"[28, 29, 39]","[90, 85, 86, 63]"
[21],"[42, 29, 39]","[68, 63]"
"[3, 21, 14]","[35, 29, 39]",[]
"[8, 21]","[32, 29, 30, 39]",[63]
[],[],[90]
[0],"[32, 28, 29, 30]",[]
"[12, 21]","[35, 30, 39]",[90]
[21],[29],"[81, 90, 63]"
[],[29],[]
"[0, 26, 3, 21]","[31, 29, 39]",[]
[],"[29, 30, 39]",[]
[21],"[32, 33, 40, 38]","[90, 63]"
"[2, 3, 16, 21, 26]","[40, 29, 31]","[88, 90, 87, 63]"
"[0, 4, 8, 12, 16, 18]","[40, 29, 30, 39]",[65]
"[27, 20, 21]","[41, 42, 29, 39]","[65, 63]"
"[12, 21]","[40, 28, 29]",[]
[4],[],"[50, 63]"
"[20, 21]","[29, 31]",[63]
"[4, 13]","[32, 29]",[90]
"[16, 13, 4, 21]",[],[63]
[21],[],"[65, 63]"
"[26, 3]","[35, 28, 29]","[90, 63]"
[],[],"[64, 63]"
"[0, 10, 21]",[29],[64]
[0],[31],[63]
[4],"[32, 28, 31]",[63]
"[21, 23]","[32, 28, 38, 39]",[63]
"[0, 26, 11, 21]","[28, 29]","[90, 63]"
[11],[29],[63]
[21],[],"[90, 63]"
[3],[32],"[90, 63]"
[21],[],[63]
[21],[],[]
"[0, 2, 21]","[32, 40, 28, 39]",[63]
[21],[],[63]
[],"[32, 29, 39]",[63]
"[0, 3, 19, 20]","[32, 29]",[]
[21],[40],[]
"[0, 3, 6, 20, 21]",[30],[63]
"[16, 2, 3, 21]","[40, 31]",[]
"[8, 0, 2, 4]","[29, 30, 31]","[64, 90]"
"[8, 18, 11, 21]",[29],[]
"[1, 4, 14, 20, 21, 22, 23]","[39, 40, 28, 29, 30, 31]","[64, 65, 63]"
"[0, 11, 20, 21]","[28, 29]",[63]
"[11, 21]","[32, 40, 42, 29, 30]","[65, 63]"
[21],[40],[]
[],[],[]
"[8, 4, 21]","[29, 30, 31]",[90]
"[8, 4]",[39],[]
"[16, 21]",[29],[]
"[20, 21, 23]",[39],[]
[21],[],[63]
"[3, 20, 21]","[35, 29]",[]
"[16, 10, 4, 20]","[40, 35, 29, 39]","[65, 81, 63]"
[0],[29],"[90, 63]"
[21],"[29, 39]","[86, 63]"
[21],[],[]
[21],"[40, 32]",[63]
"[0, 2, 3, 21, 26]","[29, 30, 39]","[90, 63]"
[],"[30, 39]",[]
"[16, 21]","[40, 29]",[90]
[16],"[35, 28, 29, 38]","[64, 63]"
"[0, 4, 11, 16, 21]","[40, 29, 30]","[77, 63]"
"[3, 21]","[32, 28, 29, 31]","[90, 63]"
"[0, 16, 20]",[31],[63]
"[4, 21]","[29, 30, 39]","[90, 63]"
"[4, 21]",[39],[63]
"[3, 4, 21]","[32, 29, 31]",[63]
"[0, 21]","[32, 39, 40, 29, 31]",[90]
"[0, 26, 3]",[31],[]
"[0, 21]",[28],"[81, 82, 83, 84, 85]"
"[13, 16, 20, 21, 26]","[40, 29]","[90, 63]"
[21],[40],[]
[],"[40, 29]",[]
"[8, 21]",[29],[63]
"[21, 14]","[32, 42, 29]",[63]
"[8, 21]","[32, 29, 31]","[65, 63]"
"[0, 3, 4, 12, 21, 26]","[32, 31, 29, 39]","[88, 90, 63]"
"[3, 13, 16, 20, 21, 26]",[29],[63]
"[0, 8, 16, 21, 22]","[35, 39, 28, 29, 30]","[64, 63]"
"[0, 21]","[32, 29, 39]","[48, 63]"
[21],"[32, 35, 39, 28, 29, 30]","[64, 63]"
[],[],"[81, 63]"
"[11, 21]",[],[63]
"[0, 3, 21]","[40, 32, 29, 31]","[90, 63]"
"[3, 8, 16, 21, 22]",[],[64]
"[0, 3, 11, 20, 21, 26]",[29],[90]
"[0, 26, 3, 21]",[31],"[90, 63]"
"[8, 0, 4, 21]",[],[]
"[0, 4, 11, 16, 27]",[29],[65]
"[0, 3, 21, 6]","[40, 29, 30]","[90, 70, 63]"
"[0, 3, 21, 6]",[30],"[90, 63]"
"[0, 21]","[32, 29, 38]","[65, 57]"
"[16, 3, 21]","[40, 39]",[63]
[21],[39],[63]
"[13, 20, 21]","[40, 29, 39]","[90, 63]"
"[3, 4, 10, 12, 13, 16, 23]","[39, 29, 30, 31]","[64, 63]"
"[13, 12, 21, 15]","[32, 29, 38, 31]",[]
"[4, 21]",[],[]
"[2, 4, 21]","[32, 31, 29, 39]",[63]
[8],"[32, 29, 30, 39]",[]
"[0, 3, 12, 16, 21]",[28],"[88, 89, 90]"
"[21, 6]",[29],"[64, 82]"
"[0, 26, 3, 21]","[29, 30]","[90, 63]"
"[0, 3, 21]",[],[63]
"[0, 17, 11, 21]","[32, 35, 28, 29]",[]
"[16, 2, 11, 15]","[28, 29, 30, 31]",[90]
[21],[40],[]
[11],[29],[]
"[0, 26, 12, 21]","[32, 38, 39, 29, 31]","[65, 90, 63]"
[],"[29, 30]",[77]
[],[40],[63]
"[0, 3, 16, 18, 21]",[29],"[81, 83, 84, 85]"
"[0, 8, 21]",[29],[63]
[3],"[29, 30, 39]",[]
"[0, 8, 2, 3]","[29, 39]",[63]
"[13, 4, 21, 15]","[42, 29, 38, 31]","[64, 71]"
[21],"[40, 33, 28, 39]",[]
"[0, 3, 16, 21, 23]","[41, 29, 31]",[]
"[3, 4, 13, 21, 22]","[40, 32, 29, 30]",[63]
[21],[],[63]
[21],"[40, 29, 39]","[82, 63]"
[],[],"[48, 63]"
"[0, 26, 3, 21]",[40],[90]
"[16, 21]","[40, 39]",[63]
"[12, 21]","[32, 39]",[63]
"[0, 3]","[32, 28, 29]","[64, 90]"
"[8, 0, 26]","[32, 29, 31]",[]
"[0, 4, 14, 16, 23]",[31],[]
[],"[40, 29]",[]
[21],[32],[]
"[0, 3, 16, 21, 26]",[],[90]
"[16, 3, 21]","[29, 30, 31]",[]
"[0, 16, 18]",[40],[90]
"[0, 3]",[],[83]
[],[29],"[65, 63]"
"[0, 3, 12, 16, 21]","[32, 29, 38, 39]","[90, 63]"
[21],[32],[]
"[3, 4, 6, 14, 21]","[28, 29, 30, 31]",[90]
"[18, 3, 4, 21]","[29, 31]",[90]
"[26, 3, 21]","[30, 39]","[88, 90, 63]"
[21],"[40, 33, 28, 29]","[65, 63]"
[21],[],"[86, 63]"
[],[],"[81, 63]"
"[0, 26, 21]","[31, 28, 29, 39]","[81, 63]"
"[16, 21]",[39],[]
[],"[32, 35, 38]","[82, 63]"
"[8, 21]","[29, 39]",[]
[],[28],[63]
"[0, 21]","[40, 39]",[63]
"[8, 11, 16, 20, 21]","[32, 35, 40, 28, 29, 31]","[65, 66, 63]"
"[0, 8, 21]","[29, 39]",[63]
"[21, 22]","[40, 29, 39]",[63]
"[12, 21, 14]",[40],[90]
"[8, 0, 21, 6]","[29, 31]","[90, 86, 63]"
"[16, 0, 3, 21]",[29],[63]
[21],"[40, 29, 39]","[90, 51, 63]"
[21],"[28, 29]",[63]
[],"[40, 39]",[63]
"[4, 13, 16, 20, 21, 26]",[29],[63]
[21],[32],[63]
"[16, 20, 21]","[35, 39, 28, 29, 30, 31]","[65, 63]"
"[2, 3, 10, 20, 21]","[40, 33, 28, 29]",[63]
"[0, 10, 6, 7]","[33, 28]",[63]
"[8, 0, 2, 13]",[29],[63]
"[0, 11, 4, 21]","[32, 28, 29, 30, 31]",[63]
[],"[35, 28, 29, 30, 31]",[82]
"[4, 21]",[39],[63]
[21],[],[]
"[16, 21]","[32, 39, 29, 31]",[65]
"[0, 12]","[28, 29, 31]","[90, 63]"
"[8, 20, 21, 15]","[28, 29, 30]",[63]
"[8, 18, 12, 14]","[29, 30]",[]
"[0, 2, 26, 21]","[42, 31, 39]","[48, 63]"
[21],"[29, 30]","[83, 63]"
"[0, 2, 3, 12, 21, 26]","[42, 29, 39]","[82, 90, 63]"
[],"[32, 31, 39]",[63]
"[8, 3, 4, 21]",[],[63]
[],[],[63]
[3],"[32, 40]",[63]
"[8, 4, 21]",[],"[65, 81, 63]"
"[10, 21]","[42, 39, 29, 31]",[]
"[0, 21]",[40],[90]
"[16, 3, 21]","[38, 29, 30]",[]
"[0, 2, 6, 11, 21]","[40, 30]",[63]
"[3, 21]","[32, 40, 39]","[68, 63]"
[21],"[29, 39]",[90]
[21],"[40, 32, 29]","[88, 81, 90, 63]"
"[16, 18, 21]","[29, 39]","[74, 90]"
[21],[],[63]
[21],[],[63]
"[16, 12]","[32, 28]",[65]
"[0, 3, 6]","[28, 29, 30, 31]",[]
"[16, 4, 13]",[29],[89]
[21],[40],[]
"[26, 2]","[29, 38]","[90, 63]"
"[4, 13, 16, 20, 21, 26]","[29, 39]",[63]
"[3, 19, 20]","[32, 29, 39]",[]
[14],"[28, 29]",[]
"[21, 23]","[32, 31, 29, 39]",[63]
"[16, 2, 3, 21]",[28],[]
[0],[29],[]
"[3, 21]","[29, 38]",[63]
[21],"[32, 33, 39]","[65, 63]"
[21],"[29, 30]",[]
"[0, 11, 21]","[32, 28, 29, 30, 31]",[63]
"[0, 3]",[],[63]
"[21, 23]","[32, 33, 28, 29]",[63]
"[0, 18, 21, 22]","[29, 39]","[90, 63]"
"[0, 21]",[29],[63]
[4],[29],[90]
[21],[30],[64]
[4],"[32, 28]","[67, 63]"
[21],"[29, 39]",[63]
"[3, 21]",[40],"[90, 63]"
[3],[31],[63]
[8],[],[63]
[4],"[32, 29]",[]
[26],[29],[]
"[0, 3, 4, 16, 21]","[34, 29]","[67, 63]"
[0],[],[]
"[16, 21]","[40, 35]",[]
"[16, 11, 21]","[28, 29, 30]",[64]
[0],[29],[]
[4],"[32, 28, 29, 31]",[63]
"[0, 3, 4, 12, 13, 26]",[],[]
[21],"[32, 39, 40, 29, 31]","[65, 66, 63]"
[21],"[32, 39, 42, 28, 29, 30]",[63]
[21],[],[63]
"[8, 4]","[35, 31]",[86]
[21],"[32, 39]","[81, 63]"
"[0, 21]",[],[63]
"[26, 2, 3, 21]",[29],[]
"[0, 2, 3, 13, 16, 21]","[29, 38, 31]",[63]
[21],[],[]
"[1, 21]","[40, 28, 30]",[]
"[3, 21]",[30],"[64, 90]"
"[0, 16]",[28],"[90, 63]"
"[0, 16, 4]",[],"[65, 67]"
"[27, 8, 3, 21]","[29, 31]","[65, 90]"
"[16, 4, 21]","[29, 39]","[77, 63]"
"[0, 2, 12, 21, 26]",[29],[63]
"[0, 3, 12]","[29, 39]",[]
"[0, 26, 4]","[40, 35]",[63]
"[8, 18, 3, 21]","[29, 39]",[63]
[16],"[28, 29, 30]","[64, 90]"
"[2, 3, 4, 8, 18]",[40],[90]
[21],[],[]
"[0, 3, 15, 18, 21]",[40],[90]
[],"[32, 33, 40]",[63]
[],[28],[63]
"[3, 21]",[],[]
"[0, 2, 3, 21, 26]","[28, 29, 30]","[90, 63]"
"[0, 8, 11, 12, 16, 18]","[35, 39, 28, 29, 31]","[64, 63]"
[],[],[]
"[4, 21]","[40, 39]",[63]
[16],[],[67]
"[3, 8, 12, 13, 14, 16, 21]","[40, 35, 29]",[90]
[21],"[32, 35, 29, 38]",[63]
